Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,55.68000030517578,56.25,54.970001220703125,55.540000915527344,46.50750732421875,1323200
2015-01-05,55.400001525878906,55.45000076293945,54.5,54.529998779296875,45.6617431640625,1445200
2015-01-06,54.72999954223633,54.79999923706055,53.209999084472656,53.25,44.58991622924805,1707500
2015-01-07,53.4900016784668,54.130001068115234,53.029998779296875,53.810001373291016,45.058841705322266,1723000
2015-01-08,54.38999938964844,55.18000030517578,54.08000183105469,54.7599983215332,45.854339599609375,1874900
2015-01-09,54.9900016784668,55.040000915527344,54.119998931884766,54.720001220703125,45.82085037231445,1720300
2015-01-12,54.619998931884766,54.75,53.86000061035156,54.16999816894531,45.36029815673828,1250500
2015-01-13,54.689998626708984,55.52000045776367,53.27000045776367,53.54999923706055,44.841129302978516,2340100
2015-01-14,53.41999816894531,54.459999084472656,52.93000030517578,53.5099983215332,44.807640075683594,2523800
2015-01-15,53.70000076293945,54.20000076293945,52.66999816894531,52.72999954223633,44.15449142456055,1990300
2015-01-16,52.459999084472656,53.7599983215332,52.209999084472656,53.689998626708984,44.95835876464844,1998000
2015-01-20,54.189998626708984,54.689998626708984,53.66999816894531,54.38999938964844,45.54451370239258,1786400
2015-01-21,54.2400016784668,54.869998931884766,53.81999969482422,54.58000183105469,45.703617095947266,1585100
2015-01-22,54.709999084472656,54.7599983215332,53.220001220703125,54.75,45.845970153808594,2555700
2015-01-23,54.86000061035156,54.959999084472656,54.2599983215332,54.5099983215332,45.6450080871582,1935300
2015-01-26,54.650001525878906,54.93000030517578,54.02000045776367,54.65999984741211,45.77060317993164,1341100
2015-01-27,53.91999816894531,54.11000061035156,53.11000061035156,53.369998931884766,44.69041061401367,1963300
2015-01-28,53.869998931884766,54.31999969482422,52.83000183105469,52.93000030517578,44.32197189331055,1687800
2015-01-29,52.9900016784668,53.61000061035156,52.43000030517578,53.22999954223633,44.57316970825195,1568500
2015-01-30,52.81999969482422,53.36000061035156,52.04999923706055,52.11000061035156,43.63530731201172,1928800
2015-02-02,52.099998474121094,52.470001220703125,51.290000915527344,52.29999923706055,43.79441833496094,2536000
2015-02-03,52.59000015258789,54.040000915527344,52.56999969482422,53.970001220703125,45.19282150268555,2214500
2015-02-04,53.63999938964844,54.150001525878906,53.45000076293945,53.779998779296875,45.033721923828125,1466500
2015-02-05,53.79999923706055,55.0099983215332,53.5,54.95000076293945,46.01344299316406,2207600
2015-02-06,54.869998931884766,55.88999938964844,54.810001373291016,55.0099983215332,46.06367492675781,1917800
2015-02-09,54.709999084472656,55.11000061035156,54.400001525878906,54.560001373291016,45.68687057495117,1436600
2015-02-10,54.75,55.599998474121094,54.38999938964844,55.540000915527344,46.50750732421875,1253500
2015-02-11,55.529998779296875,56.0,55.2400016784668,55.619998931884766,46.5744743347168,909100
2015-02-12,56.36000061035156,56.72999954223633,55.959999084472656,56.720001220703125,47.4955940246582,1687400
2015-02-13,56.84000015258789,57.2400016784668,56.5,57.04999923706055,47.77191925048828,1404300
2015-02-17,56.5,58.86000061035156,56.40999984741211,58.810001373291016,49.24568557739258,5685100
2015-02-18,58.400001525878906,58.72999954223633,57.099998474121094,58.380001068115234,48.88562774658203,4095300
2015-02-19,58.40999984741211,58.66999816894531,58.16999816894531,58.650001525878906,49.111717224121094,1837900
2015-02-20,58.619998931884766,59.13999938964844,58.18000030517578,59.130001068115234,49.51365280151367,1420200
2015-02-23,58.95000076293945,58.9900016784668,58.38999938964844,58.97999954223633,49.38804626464844,1029500
2015-02-24,58.900001525878906,59.650001525878906,57.81999969482422,59.61000061035156,49.915584564208984,1863100
2015-02-25,59.310001373291016,59.38999938964844,58.79999923706055,58.9900016784668,49.730125427246094,1344400
2015-02-26,59.060001373291016,59.220001220703125,58.59000015258789,58.880001068115234,49.63739013671875,1671600
2015-02-27,59.0,59.040000915527344,58.5099983215332,58.540000915527344,49.350765228271484,1198200
2015-03-02,58.810001373291016,59.779998779296875,58.540000915527344,59.779998779296875,50.39611053466797,1854000
2015-03-03,59.540000915527344,59.599998474121094,58.439998626708984,58.7400016784668,49.51936721801758,1499300
2015-03-04,58.33000183105469,58.720001220703125,57.95000076293945,58.400001525878906,49.23273468017578,1037700
2015-03-05,58.560001373291016,58.869998931884766,58.18000030517578,58.45000076293945,49.274879455566406,985000
2015-03-06,58.290000915527344,58.56999969482422,57.45000076293945,57.93000030517578,48.836517333984375,1584100
2015-03-09,57.970001220703125,58.59000015258789,57.970001220703125,58.459999084472656,49.2833137512207,1313300
2015-03-10,57.81999969482422,58.11000061035156,57.20000076293945,57.20000076293945,48.22110366821289,1381700
2015-03-11,57.41999816894531,57.88999938964844,57.099998474121094,57.290000915527344,48.2969856262207,1412900
2015-03-12,56.810001373291016,57.54999923706055,56.68000030517578,57.5099983215332,48.48244857788086,1010000
2015-03-13,57.310001373291016,57.70000076293945,56.79999923706055,57.529998779296875,48.499305725097656,1276300
2015-03-16,57.810001373291016,58.83000183105469,57.650001525878906,58.79999923706055,49.569950103759766,1367500
2015-03-17,58.41999816894531,58.79999923706055,58.08000183105469,58.7599983215332,49.53622055053711,1845200
2015-03-18,58.54999923706055,59.88999938964844,58.34000015258789,59.66999816894531,50.303382873535156,3023200
2015-03-19,59.43000030517578,60.119998931884766,59.11000061035156,60.0,50.58158874511719,2724600
2015-03-20,60.380001068115234,61.31999969482422,59.95000076293945,61.06999969482422,51.483619689941406,4481000
2015-03-23,60.68000030517578,61.09000015258789,60.29999923706055,60.400001525878906,50.91878890991211,2177600
2015-03-24,60.27000045776367,60.5099983215332,60.0,60.36000061035156,50.885074615478516,2737800
2015-03-25,60.34000015258789,60.34000015258789,57.540000915527344,57.560001373291016,48.524593353271484,3767300
2015-03-26,56.91999816894531,57.88999938964844,56.27000045776367,57.41999816894531,48.40656280517578,2847200
2015-03-27,57.459999084472656,58.869998931884766,57.0099983215332,58.84000015258789,49.60367202758789,2521400
2015-03-30,62.099998474121094,64.94000244140625,61.849998474121094,64.80999755859375,54.63653564453125,10493700
2015-03-31,64.18000030517578,64.5199966430664,62.86000061035156,63.0,53.11066436767578,3694200
2015-04-01,62.83000183105469,63.220001220703125,62.0099983215332,62.56999969482422,52.7481575012207,2374700
2015-04-02,62.29999923706055,63.33000183105469,61.95000076293945,62.2400016784668,52.4699592590332,2200500
2015-04-06,61.59000015258789,62.939998626708984,61.33000183105469,62.779998779296875,52.92518997192383,2329800
2015-04-07,62.709999084472656,63.65999984741211,62.279998779296875,63.2400016784668,53.312984466552734,2118300
2015-04-08,63.130001068115234,63.88999938964844,63.02000045776367,63.66999816894531,53.67547607421875,2266200
2015-04-09,63.31999969482422,64.0999984741211,63.22999954223633,64.02999877929688,53.978973388671875,1574600
2015-04-10,64.27999877929688,64.38999938964844,63.849998474121094,64.23999786376953,54.1560173034668,1274000
2015-04-13,64.25,64.6500015258789,63.61000061035156,63.75,53.742923736572266,1475200
2015-04-14,63.630001068115234,63.86000061035156,62.459999084472656,62.56999969482422,52.7481575012207,2292600
2015-04-15,62.93000030517578,64.05999755859375,62.86000061035156,63.93000030517578,53.8946647644043,1557000
2015-04-16,63.52000045776367,64.2300033569336,63.4900016784668,64.11000061035156,54.046417236328125,1453700
2015-04-17,63.36000061035156,63.7599983215332,63.06999969482422,63.41999816894531,53.46472930908203,2449500
2015-04-20,63.66999816894531,64.41000366210938,63.619998931884766,63.720001220703125,53.71764373779297,1508900
2015-04-21,64.1500015258789,64.54000091552734,63.790000915527344,64.37000274658203,54.2656135559082,1435900
2015-04-22,64.73999786376953,64.73999786376953,63.66999816894531,64.48999786376953,54.36676788330078,1021800
2015-04-23,63.040000915527344,63.81999969482422,62.79999923706055,63.59000015258789,53.6080436706543,2707700
2015-04-24,63.58000183105469,63.599998474121094,61.849998474121094,62.529998779296875,52.714447021484375,3916500
2015-04-27,62.02000045776367,63.27000045776367,62.02000045776367,62.66999816894531,52.832462310791016,1689400
2015-04-28,62.68000030517578,63.459999084472656,62.5,63.220001220703125,53.296119689941406,1912300
2015-04-29,63.04999923706055,63.650001525878906,62.310001373291016,62.81999969482422,52.95892333984375,1547500
2015-04-30,62.54999923706055,62.66999816894531,61.290000915527344,61.84000015258789,52.132755279541016,2985900
2015-05-01,62.349998474121094,63.56999969482422,62.34000015258789,63.27000045776367,53.338279724121094,3636800
